Month,Wind speed,Wind direction,Sun,Cloud cover,Chances of rain
1,28,3,31,67,85
11,49,3,26,84,42
11,16,3,60,43,31
5,24,3,33,61,13
8,12,2,25,70,67
4,47,2,53,57,29
11,37,3,17,93,15
6,78,1,57,43,37
8,20,3,60,79,19
6,40,3,31,25,17
4,43,1,62,53,63
10,61,2,76,89,55
8,16,2,98,83,64
11,39,2,14,55,59
4,71,1,82,77,90
4,38,2,43,67,60
3,68,1,32,88,13
3,68,2,76,25,52
1,14,1,66,92,10
8,70,2,72,92,49
6,46,2,81,23,39
9,48,4,81,79,87
8,42,3,72,64,23
2,54,1,32,54,55
8,69,4,31,88,19
1,41,4,34,36,28
12,35,1,37,99,56
5,63,4,42,93,79
3,21,4,52,88,39
12,77,3,52,20,54
4,24,3,50,52,74
3,55,3,48,56,80
4,38,3,14,90,90
2,43,3,14,34,60
7,72,2,43,63,12
1,69,1,31,48,24
11,0,3,56,95,87
3,61,4,67,33,72
10,50,3,83,97,57
7,9,4,45,46,17
9,74,3,28,60,72
6,32,1,37,31,89
4,78,1,99,56,28
2,46,1,76,43,42
8,36,4,73,77,81
5,66,1,49,69,32
11,18,2,93,34,34
1,30,3,60,43,76
5,53,3,42,26,74
7,28,2,50,79,79
5,14,4,76,28,36
8,67,3,94,53,83
8,20,4,61,26,29
1,41,3,25,63,78
11,77,1,87,27,87
4,36,4,23,27,48
6,43,3,69,99,41
6,47,1,75,89,47
2,78,2,21,43,41
11,45,2,87,51,22
2,4,3,51,88,59
1,32,1,80,52,66
1,41,2,95,52,50
6,37,4,89,84,80
3,34,4,20,77,37
2,67,4,13,50,71
2,41,1,20,89,19
7,33,4,87,26,47
6,38,2,11,96,72
1,74,2,92,98,54
12,28,2,32,40,48
2,11,4,74,97,26
2,26,4,83,28,75
12,12,4,23,35,33
6,59,1,74,79,10
12,12,1,33,91,88
7,26,3,80,55,54
8,11,4,93,77,18
4,48,4,59,74,55
2,18,3,41,58,16
11,49,4,84,74,74
5,32,2,48,63,51
12,18,3,77,32,76
10,32,1,78,65,39
9,33,4,88,68,20
5,41,3,88,20,59
4,72,3,11,50,14
2,1,4,32,53,87
7,58,3,92,74,18
4,60,1,41,22,47
9,42,2,65,50,56
8,7,1,17,51,14
3,45,1,25,95,67
8,57,4,38,77,12
3,55,4,82,80,29
4,41,2,85,83,53
12,51,4,69,56,61
10,78,3,53,22,42
6,34,4,100,67,83
10,10,1,100,93,63
3,16,3,24,23,49
6,40,1,99,43,64
2,70,3,94,90,47
4,15,4,74,91,58
7,69,4,31,83,19
9,22,1,99,46,19
8,31,4,55,80,80
12,28,1,53,89,68
6,28,3,57,50,77
8,69,4,78,64,23
3,1,1,67,94,59
7,55,4,24,87,55
4,65,4,31,66,13
8,29,2,76,45,12
2,60,2,38,76,70
3,41,2,53,98,26
9,14,3,32,81,64
12,45,2,34,78,59
7,33,2,54,80,34
4,22,4,70,42,32
10,80,4,75,84,18
1,4,1,78,27,89
7,50,4,88,63,45
9,62,4,38,93,12
12,61,1,94,45,64
9,32,3,56,38,80
4,7,1,69,55,31
7,16,1,42,84,16
1,79,3,42,95,62
2,75,2,27,100,45
3,13,1,47,42,35
9,35,3,71,82,80
9,63,1,57,74,38
4,19,2,94,23,24
2,69,3,45,67,17
5,32,2,93,30,81
3,25,2,30,67,15
4,63,1,23,100,55
2,68,2,62,100,13
5,16,4,53,29,38
11,66,1,20,85,80
1,28,2,67,54,80
1,63,3,86,48,54
6,75,2,23,75,74
3,67,4,72,100,53
5,62,4,82,32,26
8,52,1,73,36,49
1,43,1,69,69,88
2,80,3,98,70,63
12,33,3,76,77,25
4,9,1,68,100,69
6,42,2,82,93,26
4,53,3,85,72,65
10,68,4,37,88,12
10,39,3,48,45,66
3,2,3,12,30,55
12,45,3,40,27,67
2,9,3,43,70,59
2,16,2,41,75,31
9,35,2,86,38,49
5,19,2,48,98,19
11,2,1,88,55,30
10,74,2,84,68,58
11,54,2,96,88,11
12,72,3,47,78,72
5,75,1,14,42,28
9,13,4,84,58,75
3,22,1,90,60,23
2,42,1,45,29,89
3,0,3,23,80,86
2,63,1,26,77,53
5,56,2,100,61,67
6,30,3,97,69,21
1,50,4,44,23,36
4,50,4,83,79,77
3,51,1,30,28,54
7,8,3,98,74,28
4,17,2,98,70,24
10,72,2,14,95,86
10,59,2,25,64,47
7,20,2,88,33,77
2,32,2,45,35,15
6,66,4,94,29,34
12,46,1,62,53,14
5,48,4,39,61,70
5,40,3,91,72,24
7,23,1,38,61,28
7,77,4,55,60,76
7,65,4,87,77,26
9,69,1,44,60,73
12,40,2,99,24,55
1,72,3,80,90,26
6,59,2,87,40,61
2,60,1,42,91,23
3,8,3,29,33,23
5,78,1,23,92,83
6,71,1,53,76,55
11,17,4,45,31,30
4,61,4,41,87,28
11,46,1,79,75,74
7,74,2,54,94,65
3,21,1,99,28,52
8,9,2,82,66,60
10,71,3,51,58,85
11,13,3,14,66,11
9,11,1,62,25,20
3,51,3,12,37,39
8,39,2,10,68,51
3,15,1,75,63,61
1,24,1,34,86,86
9,7,2,70,36,27
5,72,4,42,29,67
10,70,2,15,48,65
10,16,4,45,52,86
4,19,2,24,40,17
8,67,2,34,33,49
8,54,2,42,77,38
7,36,4,53,52,90
8,26,4,33,55,73
7,27,3,34,59,65
12,39,4,59,24,73
1,63,3,60,36,51
10,41,2,50,97,51
6,1,1,60,61,49
7,5,2,39,66,13
4,62,2,29,70,40
12,49,2,56,31,31
10,5,1,50,77,89
1,21,4,77,62,68
8,57,2,91,63,70
11,60,2,84,75,57
8,34,3,60,21,53
2,55,4,63,61,20
11,19,4,12,84,53
9,69,2,57,57,43
10,71,4,81,75,25
7,60,4,10,47,11
4,18,3,50,71,39
6,3,2,93,59,43
1,80,2,86,81,16
10,13,4,96,79,64
3,5,1,21,51,74
9,43,2,27,80,59
3,3,2,88,71,35
5,74,4,78,71,69
7,44,3,57,34,57
10,43,2,48,91,81
3,28,4,83,100,57
7,31,1,75,43,29
12,47,3,81,50,76
3,29,2,86,89,38
3,46,1,57,52,84
6,48,1,82,65,24
8,75,1,25,73,32
5,75,2,69,62,22
11,52,1,60,48,30
5,60,2,94,69,63
6,29,4,60,89,75
10,2,1,89,56,57
8,32,2,93,90,49
12,5,3,43,23,41
9,79,3,28,38,33
12,21,4,88,73,30
10,10,1,78,23,56
9,44,1,34,72,72
3,42,4,71,69,15
10,74,3,40,82,29
2,42,4,14,47,48
10,11,4,86,64,52
5,51,3,55,80,62
2,68,1,39,68,33
1,56,2,10,65,71
10,76,2,60,34,53
12,42,2,71,41,75
11,7,2,83,80,82
10,64,3,94,32,29
3,74,3,88,54,12
3,47,2,33,29,56
12,18,1,27,27,81
4,75,4,31,20,16
2,51,3,93,67,20
6,15,1,59,100,49
11,49,4,59,84,62
1,22,2,31,82,21
11,62,2,90,94,33
9,24,4,90,75,80
11,80,3,54,86,36
6,57,2,51,33,43
3,42,2,16,35,44
4,55,2,76,67,70
8,28,2,54,28,10
1,1,2,17,31,29
8,5,3,40,33,48
2,2,1,10,86,83
5,25,2,27,56,82
12,5,2,28,38,71
6,26,1,11,65,37
12,24,2,47,55,78
10,80,2,36,56,64
9,58,4,39,47,34
3,8,4,31,29,56
3,65,2,70,22,28
8,23,1,83,81,23
4,64,3,72,29,51
8,29,2,97,73,22
6,12,1,36,87,75
4,40,1,50,22,14
4,65,1,13,26,24
10,38,2,58,52,77
5,10,2,99,53,74
7,37,2,93,69,31
9,16,4,25,43,32
2,6,4,14,40,60
6,79,1,99,75,42
1,35,4,83,22,73
11,25,4,33,30,62
10,16,4,35,100,50
10,60,4,94,28,12
2,42,3,43,89,25
5,2,4,28,64,16
4,5,1,80,30,42
10,32,2,82,99,28
9,24,4,37,30,18
4,23,1,100,34,60
5,72,3,86,88,17
8,23,4,100,28,47
11,39,1,76,26,54
12,16,2,66,34,34
1,80,1,48,55,20
7,55,3,55,45,56
8,17,4,26,69,35
9,79,2,24,61,70
5,33,1,71,30,76
6,64,2,74,93,21
7,30,2,10,27,89
5,26,2,55,95,32
8,80,3,54,37,81
8,73,3,45,25,30
10,22,1,70,77,45
6,10,2,35,64,50
4,7,4,47,61,57
1,25,1,23,23,17
9,3,3,41,44,58
2,67,1,63,90,42
12,22,1,100,73,85
8,40,4,46,32,28
1,80,3,34,58,72
5,41,4,25,29,75
11,28,4,30,83,83
11,0,4,72,95,69
9,33,4,33,47,47
6,4,1,18,66,63
8,27,3,90,47,28
11,1,1,93,25,12
3,4,4,82,45,84
4,55,1,47,85,86
1,14,2,64,43,28
11,68,1,18,71,28
1,10,2,78,74,26
12,45,2,75,75,81
9,30,1,67,92,30
11,3,3,34,79,69
10,53,2,91,28,69
3,26,3,75,95,64
4,51,1,78,80,24
4,31,4,72,71,58
6,53,1,56,94,71
10,23,4,33,28,63
11,45,2,44,41,44
5,10,4,90,54,79
3,27,1,47,63,77
2,28,4,82,49,71
10,59,3,95,42,82
4,53,1,74,27,24
4,18,1,85,90,85
9,76,1,85,50,52
9,36,4,26,34,29
9,76,3,59,54,22
1,47,2,73,97,31
2,6,1,64,24,20
1,67,3,18,24,20
10,64,1,39,97,51
11,53,1,51,22,20
10,70,3,84,50,83
11,29,4,17,65,73
11,26,3,85,28,27
11,48,2,81,34,34
10,26,3,23,42,14
4,52,4,15,64,81
10,8,3,51,27,48
3,58,1,35,27,20
2,69,2,18,26,10
7,9,4,47,97,50
4,37,2,28,75,41
9,31,2,22,80,43
2,26,4,79,28,89
2,32,3,81,70,13
5,61,1,45,96,10
7,17,4,46,71,87
1,80,1,43,22,19
1,57,4,35,20,45
10,15,4,39,62,31
4,52,2,76,61,18
12,55,2,77,95,13
5,52,1,67,31,12
7,26,4,99,84,49
1,40,4,82,46,65
11,15,4,16,57,88
2,77,2,40,78,17
7,32,4,73,66,20
5,17,1,46,49,59
4,23,4,90,95,50
2,14,4,42,40,21
9,65,2,41,40,58
7,77,4,63,39,47
11,55,2,99,90,79
5,36,1,30,68,90
4,51,1,56,82,43
6,15,1,68,99,78
7,78,2,24,50,29
4,48,2,59,57,33
2,65,1,98,69,60
9,10,2,43,62,63
3,62,2,14,93,44
10,15,2,13,48,74
4,75,4,84,52,38
12,67,4,39,23,26
10,70,3,99,45,36
1,12,4,70,77,88
6,65,4,45,37,35
12,56,3,60,33,60
7,14,2,35,39,65
12,16,2,75,66,34
1,26,1,22,20,37
6,11,1,59,65,19
4,53,4,92,99,68
12,62,4,11,66,67
7,1,2,99,32,19
12,25,2,67,55,73
8,31,2,91,63,51
7,31,2,51,23,33
11,32,2,44,75,51
12,39,4,51,100,83
1,39,2,49,47,69
8,79,1,35,40,43
10,53,3,97,64,90
3,38,2,30,50,86
8,54,1,15,21,72
6,9,2,71,63,58
12,41,3,97,45,18
2,41,1,59,51,44
2,28,3,71,61,75
11,62,4,81,78,76
2,35,2,10,44,12
5,60,4,44,51,29
8,58,1,83,64,55
2,6,1,21,51,45
6,28,3,85,54,33
2,7,3,48,58,12
10,58,2,70,26,39
2,18,1,53,20,90
10,56,3,85,60,23
6,20,4,62,65,29
1,14,4,37,75,26
8,35,3,28,83,82
11,60,1,15,47,36
5,53,3,52,25,67
2,23,1,34,45,42
10,3,3,23,92,18
5,47,2,60,88,76
8,71,4,32,70,45
11,26,3,67,87,65
1,5,3,42,46,72
4,33,4,75,70,13
11,50,4,32,79,65
3,60,1,52,74,75
8,0,3,37,52,47
2,19,1,58,32,51
4,6,3,91,88,50
4,62,3,88,96,62
12,62,2,84,90,12
9,50,1,82,96,43
12,8,4,64,89,84
7,5,4,52,72,33
8,40,4,38,24,33
10,6,2,63,23,82
10,3,1,85,66,37
1,45,2,62,47,66
7,19,2,97,22,71
10,9,4,23,75,21
9,59,3,51,72,50
3,75,2,46,72,22
11,13,2,14,81,33
9,43,3,10,62,40
6,14,3,48,87,71
11,15,1,72,52,78
12,33,4,81,97,45
1,45,3,11,52,56
1,71,1,52,53,21
3,77,3,17,47,41
2,24,2,81,42,16
8,29,2,91,29,26
4,27,1,97,56,89
1,53,3,48,64,74
12,31,1,68,99,74
5,69,3,43,81,37
3,30,1,63,43,47
5,18,1,31,65,69
3,32,4,68,24,70
4,75,2,81,20,31
11,18,2,97,54,61
10,39,4,81,47,32
3,7,2,81,90,85
11,50,1,10,77,55
10,29,2,16,95,31
12,32,2,74,66,40
11,4,4,45,42,43
7,57,1,97,71,18
1,62,1,35,83,27
3,18,1,91,42,32
10,79,4,64,36,14
6,57,1,44,70,77
12,57,2,14,68,22
7,35,1,59,47,63
8,11,4,62,33,65
10,59,1,65,29,74
9,19,1,40,35,34
2,9,3,47,74,83
4,0,4,64,81,74
12,21,2,82,59,71
11,70,4,40,26,16
10,6,4,80,28,14
6,64,1,10,75,28
4,70,1,82,28,74
5,75,3,98,81,50
7,15,4,12,91,49
4,79,1,97,77,39
7,26,3,78,88,56
7,79,1,99,25,11
7,18,3,48,54,90
6,64,4,41,58,15
12,78,2,41,100,54
10,2,4,29,62,46
7,50,4,61,48,64
9,29,3,79,64,22
6,77,4,15,42,39
5,40,3,71,36,72
11,46,3,17,21,59
10,3,2,22,56,46
10,33,4,16,50,82
11,10,2,15,45,11
5,22,3,81,28,31
2,14,4,67,61,49
11,50,3,43,25,74
9,3,1,59,79,67
8,52,2,76,22,26
3,22,4,52,62,19
9,13,4,16,95,60
6,40,1,39,93,38
2,73,2,22,98,25
6,64,1,58,47,67
7,26,1,77,65,38
1,58,2,26,59,13
10,47,4,18,61,11
2,24,2,48,20,18
5,10,1,58,34,21
7,69,1,63,43,63
2,10,4,15,44,55
12,80,1,58,69,45
9,37,4,41,99,11
4,49,1,56,37,34
10,46,3,72,66,69
12,40,2,97,40,25
3,0,3,17,43,70
8,37,3,49,96,30
5,49,1,10,29,43
7,72,2,44,82,27
11,9,3,71,84,72
2,3,3,87,52,62
7,68,2,93,32,70
3,39,1,45,77,76
6,66,4,79,66,49
1,47,1,31,99,70
2,46,1,24,41,37
2,71,3,26,49,37
12,51,4,47,64,28
5,47,2,55,100,47
6,70,3,82,97,21
1,45,3,27,94,38
7,32,1,72,42,50
8,9,3,58,36,80
3,49,3,53,36,89
9,27,3,17,82,13
2,4,2,21,33,71
11,5,1,58,83,83
12,47,1,11,49,51
6,0,4,88,69,84
7,1,2,53,90,64
6,69,2,51,25,87
9,45,4,19,80,76
6,50,4,61,78,71
10,52,3,18,33,71
5,30,2,44,61,51
2,13,3,13,48,45
7,57,4,74,81,25
1,33,2,80,21,37
12,41,4,87,33,16
4,50,4,78,91,76
1,27,3,15,65,48
11,41,1,66,72,17
5,62,2,44,67,63
1,52,4,99,48,47
4,48,3,95,42,32
12,9,4,19,34,19
11,35,4,59,82,68
7,10,1,51,24,20
10,14,4,85,65,86
5,22,1,97,40,84
8,8,3,77,73,47
5,3,4,29,87,83
9,79,4,63,30,49
11,7,1,93,44,64
11,26,3,92,64,69
8,74,3,73,100,17
4,80,3,64,95,57
3,58,3,18,80,10
8,60,4,48,75,20
10,21,4,41,38,80
9,73,2,12,33,27
6,44,3,28,49,59
3,63,3,75,99,64
11,64,3,10,68,29
3,59,4,13,79,26
7,4,3,70,70,59
4,67,4,79,61,76
3,25,4,83,56,30
4,62,1,47,91,40
4,31,2,14,60,44
5,11,2,29,68,63
9,48,3,61,49,12
7,45,4,48,31,78
1,3,1,52,79,84
7,4,1,53,40,34
11,26,1,62,85,90
5,2,2,11,70,32
5,51,4,83,80,52
1,15,2,54,67,66
6,43,1,73,29,55
3,75,2,56,34,86
5,5,3,26,55,39
1,33,3,34,67,86
10,38,1,47,95,56
6,77,1,85,79,69
11,52,1,41,90,47
10,48,4,84,57,14
5,21,4,46,30,87
3,46,1,29,91,51
11,15,2,100,80,43
12,39,3,86,42,12
5,63,1,62,49,68
12,31,3,26,55,83
5,72,3,23,86,49
3,57,1,45,69,89
8,62,3,66,77,67
12,58,3,10,43,33
2,11,2,41,38,61
5,4,1,94,40,12
12,77,4,39,91,12
7,9,2,71,77,55
10,40,1,11,97,35
12,34,1,50,31,72
11,25,2,71,57,47
10,25,1,33,76,11
8,24,4,73,97,63
12,3,3,28,84,10
8,53,1,92,59,10
10,50,4,26,37,35
6,47,1,17,41,20
9,31,4,21,31,48
8,9,1,14,59,54
9,35,4,25,40,13
1,66,1,12,75,72
1,53,2,47,60,65
7,17,1,27,73,34
1,73,3,56,98,29
7,19,1,66,68,77
8,78,1,65,75,10
8,10,1,51,46,10
1,9,3,51,85,27
5,46,3,72,57,37
9,30,4,68,36,35
12,33,3,22,47,84
2,10,4,97,72,73
7,43,2,93,64,68
4,24,3,62,27,62
6,62,1,49,65,21
7,12,2,65,26,12
3,65,1,74,65,61
11,39,1,57,31,49
1,58,2,38,58,73
12,52,2,93,72,46
10,69,3,27,34,24
11,70,1,46,24,89
10,6,2,37,56,50
12,20,4,85,64,41
10,49,4,22,51,12
5,56,1,47,32,73
3,56,3,13,96,65
6,47,1,100,98,27
5,19,2,52,52,54
11,46,2,67,53,44
12,28,2,25,44,85
10,35,3,64,70,10
9,66,1,21,92,25
12,78,4,24,61,64
11,32,2,100,100,41
1,23,2,71,93,90
3,63,2,38,33,34
3,2,4,69,22,36
12,67,3,95,96,85
7,26,3,50,76,17
3,2,4,34,61,48
7,75,4,49,64,44
11,44,3,80,76,20
1,39,2,63,97,81
8,18,1,68,84,13
8,1,2,66,91,64
5,1,2,83,86,52
12,7,1,30,83,24
7,30,3,76,51,39
8,39,1,94,33,19
8,56,2,95,51,72
11,25,3,65,71,87
4,30,4,97,43,15
3,53,2,89,82,32
6,10,2,62,67,86
1,6,1,13,78,67
3,41,4,91,49,30
11,19,2,66,38,49
2,5,4,48,33,81
1,73,3,46,81,60
5,33,4,85,51,82
7,17,2,28,83,67
2,34,1,47,72,30
3,29,1,90,29,54
10,14,2,78,28,71
9,3,2,73,91,70
10,57,1,11,83,35
6,59,1,69,95,23
2,56,4,82,90,87
2,39,1,83,63,46
3,65,1,18,23,72
12,5,4,98,68,88
8,2,1,35,85,44
7,53,3,74,97,87
3,63,4,80,64,19
5,47,1,79,55,17
3,52,3,21,39,76
12,29,2,42,83,52
5,76,2,94,48,85
11,70,4,33,70,87
11,37,1,40,25,17
1,39,4,74,66,48
1,33,4,33,32,67
5,25,3,89,68,90
8,48,2,45,22,79
3,5,1,56,39,13
6,66,4,39,96,18
9,69,4,52,38,15
10,2,1,20,91,16
4,77,3,45,88,58
6,50,2,65,68,60
7,7,4,83,42,83
11,29,1,88,89,34
5,28,1,19,49,83
1,0,1,57,76,21
11,38,4,22,56,65
1,68,3,41,55,61
3,50,4,50,92,24
8,22,2,88,23,33
12,42,4,67,30,13
6,14,1,70,22,44
3,64,3,62,65,58
12,76,3,14,45,51
5,78,1,75,90,29
1,24,3,14,94,15
10,46,1,31,56,32
11,18,4,30,74,80
2,75,2,81,39,47
5,30,4,88,38,61
1,42,4,42,56,66
6,58,3,68,24,49
1,68,4,22,68,45
9,68,1,88,46,30
11,33,3,47,22,39
2,51,4,20,87,51
1,9,4,16,74,23
12,60,4,27,36,90
1,69,1,87,44,75
10,22,4,30,27,13
8,21,3,89,72,59
10,69,3,84,21,74
10,25,3,24,97,49
3,76,3,43,88,83
1,19,2,47,72,70
7,68,4,60,57,24
10,68,3,25,32,67
3,24,4,37,49,55
12,52,4,67,91,37
4,12,3,34,36,33
6,31,3,58,99,47
9,40,1,13,86,37
10,7,2,15,59,78
5,34,4,97,69,53
2,52,1,57,91,71
6,42,2,70,38,56
12,54,1,13,66,59
6,7,2,36,40,19
8,20,1,70,86,42
12,77,3,76,35,87
8,0,2,93,24,84
12,45,3,36,44,40
9,7,4,15,82,90
6,59,2,16,57,55
11,60,3,100,35,49
1,42,1,41,49,57
12,41,4,71,93,29
9,75,4,87,26,84
9,22,3,81,88,74
5,43,3,53,57,48
3,79,1,55,61,75
1,51,3,76,99,12
7,9,1,73,35,11
5,27,2,52,41,28
5,12,2,93,61,60
2,1,3,52,66,63
2,11,2,69,99,64
3,25,2,94,85,53
7,63,1,18,51,24
4,31,1,95,48,87
3,16,1,100,37,57
2,19,2,64,86,50
3,59,2,68,86,74
11,71,3,15,90,13
6,54,3,37,34,13
3,36,1,56,84,76
11,55,3,48,61,62
9,46,2,67,98,24
8,63,2,23,60,53
4,25,4,39,27,79
11,11,2,76,21,68
5,53,3,61,75,78
8,80,3,10,43,87
10,44,1,12,72,15
7,69,4,85,43,25
7,7,3,39,54,80
9,36,1,31,83,84
8,5,3,66,63,69
5,46,2,73,78,58
4,19,2,91,74,71
9,68,2,94,23,51
6,70,3,39,33,28
4,72,1,18,68,73
7,26,2,33,26,70
2,31,1,80,68,64
1,78,4,41,44,29
9,0,3,71,77,28
4,13,2,66,69,66
3,0,4,79,21,87
1,73,1,98,92,12
4,35,3,71,34,61
12,4,2,98,49,86
1,31,1,100,74,34
12,75,2,67,93,32
10,47,4,21,42,39
1,4,3,37,25,23
12,41,1,81,34,13
4,54,3,100,70,70
3,68,1,79,48,33
6,7,4,37,40,75
9,68,1,18,75,13
8,77,4,81,68,54
11,62,4,42,49,66
1,51,4,43,49,90
7,18,3,94,71,78
11,40,4,63,93,41
9,60,3,40,25,76
6,15,4,31,48,60
4,46,1,29,76,29
12,36,3,82,99,44
11,52,1,78,35,81
4,71,1,18,91,85
11,33,1,96,78,64
8,47,2,39,24,51
4,55,2,46,32,18
2,2,4,36,32,13
1,34,4,52,84,56
12,67,3,38,44,27
4,30,1,16,75,69
10,80,4,15,68,15
1,21,2,66,87,87
3,41,4,60,29,36
5,11,1,26,21,22
3,34,3,23,21,88
6,21,1,28,61,20
2,4,3,96,26,26
6,14,4,71,35,17
9,18,4,75,74,10
7,4,3,95,78,38
1,31,3,23,50,12
3,13,3,48,39,14
2,53,2,43,82,80
4,72,1,66,98,80
11,32,3,22,30,24
10,12,3,43,52,23
5,3,4,37,50,40
8,69,4,58,45,40
3,14,1,61,92,11
7,11,3,96,58,84
11,31,2,64,49,57
7,63,2,34,87,36
1,59,1,30,41,67
1,51,4,94,49,79
12,34,1,71,73,55
2,9,2,88,27,59
6,20,4,11,95,23
4,66,3,34,53,10
6,62,2,35,82,50
12,49,1,88,80,18
3,74,4,69,72,37
10,15,3,23,41,86
4,6,2,47,79,88
9,62,3,58,30,21
8,3,3,55,96,59
2,2,1,32,97,77
11,29,4,48,46,67
4,46,4,25,89,15
10,39,1,92,29,68
10,24,4,20,21,55
2,61,1,13,73,83
5,79,4,54,91,72
2,1,3,32,22,33
6,22,4,67,66,20
11,49,1,84,31,64
4,46,3,27,40,85
12,60,3,12,88,58
4,34,1,71,95,81
11,46,4,90,95,48
2,58,2,51,58,15
8,80,2,73,99,85
9,69,2,53,50,18
11,38,3,54,36,30
1,60,3,19,33,58
2,74,3,19,88,10
9,74,2,89,49,27
10,23,4,93,79,72
2,8,3,55,69,84
12,41,1,37,87,13
4,65,1,11,75,62
5,23,3,41,79,83
12,35,3,52,69,29
3,39,1,34,49,71
3,11,1,70,69,60
9,22,4,62,42,33
11,11,2,46,66,84
8,57,2,99,22,47
3,18,4,59,41,81
2,73,4,81,62,29
1,71,4,39,65,81
2,45,3,79,82,87
6,42,3,29,20,79
5,77,1,91,45,21
10,80,4,24,84,66
2,9,2,44,38,89
12,74,4,69,50,79
11,33,3,15,88,68
7,28,4,52,90,85
4,50,1,42,46,36
3,5,1,42,66,46
5,20,1,26,40,59
12,2,3,89,92,67
10,60,1,23,42,57
9,11,3,63,92,75
10,25,2,65,71,17
7,56,4,69,30,40
10,11,3,55,45,37
2,63,1,22,53,36
1,9,3,40,49,71
9,3,2,86,23,32
9,54,1,96,84,19
6,20,1,17,68,67
12,30,1,95,90,53
12,2,2,69,65,65
6,65,4,96,43,85
1,11,1,45,78,51
6,80,4,42,97,65
8,48,2,26,39,75
7,68,1,46,82,32
4,5,4,48,39,45
8,31,1,24,37,26
9,35,4,61,48,26
12,36,3,44,29,63
3,68,4,78,53,36
11,70,2,36,94,19
6,49,4,56,73,58
2,71,1,34,96,15
9,7,3,27,84,86
11,26,1,76,46,60
12,15,2,15,27,26
5,61,4,76,51,22
11,54,1,19,30,46
11,71,1,81,69,73
5,56,4,41,36,32
9,2,4,35,98,68
7,67,1,70,41,64
6,68,4,53,55,19
12,12,2,89,97,83
4,73,1,87,74,86
11,12,3,58,50,89
9,1,4,30,54,53
10,5,2,69,80,76
4,9,2,57,58,17
8,67,3,84,39,71
5,71,4,32,34,29
8,78,3,82,82,54
12,24,3,31,44,53
10,11,3,97,32,49
6,64,3,44,66,23
3,45,4,16,38,83
6,61,2,68,54,45
7,13,3,66,85,54
11,51,2,21,30,16
6,23,2,23,98,86
12,64,2,48,22,22
10,13,1,54,80,89
4,17,4,45,87,18
3,73,1,26,36,27
8,61,3,58,34,83
2,59,1,28,43,20
8,76,1,27,26,15
5,6,4,37,43,56
8,2,2,27,36,83
12,67,4,83,97,61
9,15,1,12,62,81
6,62,3,46,36,75
7,8,4,69,83,67
5,33,1,76,76,52
3,16,4,17,41,57
2,80,4,41,44,77
2,34,2,78,79,66
10,38,4,17,94,51
12,66,1,91,91,62
11,51,2,59,72,29
12,23,1,86,83,75
10,78,3,54,52,56
1,60,2,35,92,83
1,76,2,37,52,38
3,47,2,95,82,23
8,36,1,40,68,34
12,5,4,53,98,83
11,5,4,43,26,52
11,20,4,82,70,10
9,11,4,83,76,75
7,59,3,19,72,70
11,76,2,53,31,13
1,29,1,17,91,34
2,43,2,56,97,33
6,18,1,29,58,24
5,27,4,62,100,48
9,32,4,99,54,43
11,17,4,75,42,10
11,27,2,20,35,33
8,19,2,33,75,36
7,40,3,11,71,80
11,78,4,50,83,38
7,1,1,13,77,23
6,48,2,37,68,77
4,14,3,71,87,31
6,31,2,37,92,76
6,30,4,71,75,28
5,61,3,68,34,59
5,1,4,60,29,60
11,32,3,24,23,38
8,22,4,89,99,25
10,70,3,30,83,59
7,41,3,19,46,32
12,71,4,34,86,34
10,68,4,43,96,53
10,58,3,36,91,84
12,3,3,19,45,55
11,65,3,93,80,60
6,56,3,69,100,40
2,6,2,54,70,36
4,23,1,31,27,10
10,50,1,80,28,79
9,64,1,10,35,20
5,0,4,59,72,11
9,57,3,81,36,45
1,63,4,60,97,58
6,77,3,87,81,65
11,40,2,85,57,50
4,6,2,87,32,81
6,11,4,73,51,43
8,35,2,11,57,23
5,75,3,26,23,49
6,12,1,61,44,73
4,67,4,66,62,63
5,12,1,84,38,64
7,5,4,65,35,89
6,59,3,80,61,54
4,34,4,70,25,77
12,29,1,82,49,56
1,76,4,68,82,59
6,9,2,52,55,19
7,79,4,87,89,84
1,50,2,67,31,52
6,34,2,71,76,71
4,49,3,51,58,71
3,27,4,33,70,66
7,35,2,87,41,11
11,8,4,72,93,37
11,12,2,36,35,67
8,55,1,69,42,13
9,1,1,66,62,52
9,52,2,66,53,36
10,73,2,37,71,40
4,24,1,80,25,51
12,49,3,92,46,37
3,60,4,25,60,46
4,54,1,12,31,49
1,23,3,62,52,46
8,2,3,14,87,36
1,79,4,47,34,59
1,33,2,31,60,47
5,21,2,55,97,36
12,32,2,20,95,54
12,4,1,50,20,60
1,35,2,54,38,45
12,6,4,24,67,83
1,50,2,84,83,28
5,12,4,61,52,51
10,14,2,97,88,89
1,34,3,49,71,42
2,9,4,14,75,87
3,27,1,29,74,44
4,34,3,18,87,55
4,5,1,98,87,90
4,69,3,43,85,49
5,21,2,67,40,12
2,32,4,94,50,26
6,21,1,30,48,15
12,17,1,74,82,12
7,0,1,72,44,54
10,28,1,47,78,38
2,51,3,73,57,37
2,41,4,61,85,30
10,77,1,91,72,41
7,42,4,92,45,13
9,11,1,30,68,70
4,44,2,72,38,40
6,48,4,22,40,10
2,14,2,28,33,80
7,45,1,30,71,49
